distance_m,dist_from_center_m,hour_sin,hour_cos,day_sin,day_cos,weather,season,multiplier
12534.615603925686,8540.991313594606,-0.7276180871497665,0.6859824482102401,-0.9749279121818236,-0.2225209339563146,snow,summer,2.963745219600703
3525.437990060776,5936.789935515726,-0.2646391665910713,0.9643475055735786,0.7818314824680298,0.6234898018587336,rain,winter,2.836538821761363
3567.8627120389515,4058.504776193174,-0.6871148979028333,-0.7265487713016786,0.7818314824680298,0.6234898018587336,snow,winter,3.6972153023400307
6582.574198939533,4284.45034900786,0.9903996617419155,-0.13823353435942892,-0.7818314824680299,0.6234898018587334,clear,summer,2.0481046133509375
4341.769265841268,7285.9281996940545,0.6229054006092559,-0.7822971698094161,0.7818314824680298,0.6234898018587336,clear,spring,3.5604488675038364
1633.8977665678117,283.518509089737,0.39846479897745357,0.9171836260945011,0.9749279121818236,-0.22252093395631434,snow,summer,3.6388130855620973
7093.991390195189,10928.425898115347,0.8259098189351453,-0.5638022445738538,-0.433883739117558,-0.9009688679024191,snow,autumn,6.167222592733313
14425.593371311137,6177.422079276758,-0.46606545200727756,0.8847502441057883,-0.7818314824680299,0.6234898018587334,rain,summer,2.4299456116363665
9706.706615134633,8434.80806179962,0.8309271361095002,-0.5563812492139396,-0.7818314824680299,0.6234898018587334,clear,summer,2.014513538991451
5380.081479308382,5134.618094873856,-0.7651478637019947,0.6438546005677631,-0.7818314824680299,0.6234898018587334,clear,autumn,2.1989087473778492
2011.6974833466456,5912.036300390979,0.16037551102298778,-0.9870560751366234,-0.9749279121818236,-0.2225209339563146,rain,summer,3.1236713753081995
14860.51062184956,3600.7324408173363,0.4933299924182502,-0.8698422377538407,0.7818314824680298,0.6234898018587336,fog,summer,4.304499802251869
14194.850308604733,3116.9148436515943,-0.46271537882049935,-0.8865068968727777,-0.9749279121818236,-0.2225209339563146,fog,autumn,4.029580645440326
14254.839637990764,10542.70949458896,-0.34503769235911735,0.938588829494308,0.0,1.0,snow,summer,2.930721430790621
12119.473435204256,6764.465611405098,0.9732610509802164,0.22970182116144516,0.7818314824680298,0.6234898018587336,clear,winter,2.2617141772011222
7821.5934821915125,5147.787251004713,0.8054249787326468,0.5926977337846968,-0.9749279121818236,-0.2225209339563146,clear,autumn,2.1641578860587587
2311.2788801244787,4091.6509386848807,-0.9877349385401447,0.1561399730597409,0.43388373911755823,-0.900968867902419,clear,autumn,4.649213635310818
11612.231519387273,8508.359685351279,-0.8547310060221848,0.5190711967970327,-0.9749279121818236,-0.2225209339563146,clear,summer,1.9342743650266379
9369.111627503427,9290.847280836759,0.9468848464933918,0.3215728338668953,0.43388373911755823,-0.900968867902419,clear,spring,1.6657721012762339
13915.536776103732,7393.640726679157,-0.3075628283600205,0.9515277750077422,0.43388373911755823,-0.900968867902419,clear,spring,2.220505626598267
9519.544518414637,10145.30272559092,-0.8430174405478424,0.5378862286136027,-0.7818314824680299,0.6234898018587334,clear,spring,1.956655851615831
9237.092699000437,4240.829197336184,0.4328680483930588,-0.9014572938749703,0.7818314824680298,0.6234898018587336,rain,summer,3.6586584830030993
5411.785291372154,6758.472595775181,0.04725167531664862,-0.9988830157629921,-0.7818314824680299,0.6234898018587334,clear,winter,2.572411135377919
8884.938917884183,4818.2622306035755,0.10557706842612112,0.9944111235412374,0.7818314824680298,0.6234898018587336,rain,summer,2.2621219775030506
14519.46384973621,5290.94443225881,0.9181828940335558,0.39615675319772614,0.7818314824680298,0.6234898018587336,clear,winter,1.8293515150189112
12692.980133108673,170.92286776885635,0.7185590219572824,0.6954659818882544,-0.7818314824680299,0.6234898018587334,snow,summer,4.402877128908202
6620.57682263959,1692.4215500496741,0.8256077629249785,-0.5642444698869564,-0.433883739117558,-0.9009688679024191,fog,autumn,7.117192270956758
9440.573790075172,8531.42339157122,-0.7915012863926459,0.611167500476577,-0.433883739117558,-0.9009688679024191,rain,autumn,2.6397021299441037
4611.937873078563,4091.9224709645146,-0.4636584916266356,-0.8860139971481902,-0.433883739117558,-0.9009688679024191,clear,autumn,2.4479902382809517
8676.89162386426,4044.97629360434,0.7011008619233474,0.7130621160953226,0.9749279121818236,-0.22252093395631434,clear,winter,2.035621358531495
3431.3700175974463,6603.049118156281,0.9927482247031753,0.12021215557793585,-0.433883739117558,-0.9009688679024191,clear,spring,2.064153329331784
12945.169533482438,5564.481619985269,-0.9996938965003259,-0.02474092358817124,0.43388373911755823,-0.900968867902419,fog,winter,7.359832149241922
12023.523564312247,11961.675344648964,0.42079809488276626,-0.9071543216801838,0.0,1.0,clear,spring,2.279783712775307
14987.147256344913,9227.287111337975,-0.70878806966338,-0.7054214855693435,0.43388373911755823,-0.900968867902419,fog,spring,3.080390793874095
11179.648206938171,8185.0278906487365,0.6445753921374455,-0.7645407535578848,0.9749279121818236,-0.22252093395631434,clear,summer,3.643833107107023
6721.3099518612835,3216.052828314763,0.9021841167209003,0.4313511557148409,-0.9749279121818236,-0.2225209339563146,clear,summer,2.5931674346125795
4716.100094648393,6128.795150134848,-0.9430101782607729,0.33276388580581456,0.43388373911755823,-0.900968867902419,clear,winter,3.2103188989333016
10610.912172550356,7994.834151844509,-0.03563898113723918,0.9993647297275903,0.0,1.0,rain,autumn,2.126410467736196
12023.935915784119,2429.15706869589,-0.8021564449293986,-0.597113923684776,-0.9749279121818236,-0.2225209339563146,rain,winter,4.188117949197855
8258.641406436414,2419.7116818927393,0.9321480320790537,-0.3620774037290194,-0.7818314824680299,0.6234898018587334,clear,summer,2.637681872786943
9220.42049824894,6305.752116013753,0.046785704879967895,-0.9989049493414699,-0.7818314824680299,0.6234898018587334,clear,summer,2.7754723619518256
5265.6179482217785,11612.317275901594,0.47324187777716736,0.8809325315357247,0.43388373911755823,-0.900968867902419,rain,summer,2.116827228625309
11421.881188151836,6221.123804496075,-0.9587532322527623,-0.2842397573262419,0.0,1.0,fog,winter,5.809373617890739
8298.586501308491,9234.26355509902,-0.15237981667303055,-0.9883220079866144,-0.7818314824680299,0.6234898018587334,clear,summer,2.4147712078573136
9391.52169121644,1913.7985333827946,-0.9928840873198634,0.11908479813562152,0.43388373911755823,-0.900968867902419,fog,summer,6.760638446990582
6913.649230332426,10462.247921191649,0.09471797786445134,0.9955041459829634,-0.9749279121818236,-0.2225209339563146,clear,spring,1.934898656851348
12370.368672808943,4028.901261623133,-0.7991291145822926,-0.6011594282941265,-0.7818314824680299,0.6234898018587334,rain,spring,3.3571426650156586
