distance_m,dist_from_center_m,hour_sin,hour_cos,day_sin,day_cos,weather,season,multiplier
2370.330185597114,3834.522448457836,-0.4238424207898089,-0.9057359451512536,0.0,1.0,rain,spring,2.1752296211277558
7186.764650488486,10827.341912141244,0.6535532370856946,-0.7568805495550867,0.9749279121818236,-0.22252093395631434,rain,summer,3.0025823765764565
6534.232003464988,1819.4778123261526,-0.630776356435101,0.7759646822906686,0.7818314824680298,0.6234898018587336,clear,winter,1.5622979997293063
9239.501357860227,1138.132818499132,-0.9612643867159147,0.2756279717874737,-0.7818314824680299,0.6234898018587334,clear,winter,1.6629891322585826
3154.486680590635,90.33365361311895,-0.9174045165731386,-0.39795596863372457,-0.433883739117558,-0.9009688679024191,rain,autumn,3.952833286579061
6559.734343459943,9922.808687322527,0.9599605615861488,-0.28013518200898235,-0.433883739117558,-0.9009688679024191,fog,autumn,2.5649618665306106
2444.286243494008,1356.6908768718529,-0.26631040590239147,-0.9638873210640876,-0.433883739117558,-0.9009688679024191,clear,winter,1.880675364878412
10020.962849873753,4999.581065984766,-0.6308414629270366,0.775911753134386,-0.433883739117558,-0.9009688679024191,clear,autumn,1.3767510988531126
12197.618619665913,2838.9458587654326,0.0562579958909469,0.9984162648406396,-0.7818314824680299,0.6234898018587334,rain,spring,1.6483055235470019
2503.058409247592,1501.9284428119008,0.7524749424283952,-0.6586208780606513,0.9749279121818236,-0.22252093395631434,clear,summer,3.089996818603379
5580.578688356402,4819.442709992122,0.9999345758345926,-0.01143870842768428,-0.7818314824680299,0.6234898018587334,clear,spring,1.5771820196286048
9410.479177813742,6676.034773897418,-0.8965095957687352,0.44302431614368404,0.7818314824680298,0.6234898018587336,rain,summer,2.066462497288937
8493.564171583279,10475.961701763328,-0.5637856581392717,0.8259211413182667,0.9749279121818236,-0.22252093395631434,clear,autumn,1.3163561483273245
10540.882459431465,774.1354650491155,-0.8428786634202307,0.5381036691483579,0.7818314824680298,0.6234898018587336,rain,autumn,2.2394557078677244
1156.2731318075935,1802.1790759630517,-0.6198883483861733,-0.7846900251277966,-0.9749279121818236,-0.2225209339563146,rain,summer,2.802490844866054
5611.991789903487,6597.069436625055,-0.6083364001649737,-0.7936792955812322,0.9749279121818236,-0.22252093395631434,snow,winter,2.232728407243982
1107.4277310300074,10105.074675587734,-0.2765437457665408,-0.9610013302162547,-0.433883739117558,-0.9009688679024191,clear,winter,1.6633634555974175
2682.027374390836,7463.265449755597,0.7278383140357965,0.6857487795260953,0.7818314824680298,0.6234898018587336,rain,spring,1.4819929271329857
